1.457246820036738055e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.829057714766971543e+00
1.457246820036738055e-01 1.963495408493620697e-01 1.955325792460739787e-01 6.697839285667567921e+00
1.457246820036738055e-01 3.926990816987241395e-01 3.835509511276551375e-01 6.309226649011505650e+00
1.457246820036738055e-01 5.890486225480862092e-01 5.568296750552520491e-01 5.678153970488999391e+00
1.457246820036738055e-01 7.853981633974482790e-01 7.087097468441549974e-01 4.828873019226033847e+00
1.457246820036738055e-01 9.817477042468103487e-01 8.333545005108419224e-01 3.794021185897398674e+00
1.457246820036738055e-01 1.178097245096172418e+00 9.259739080734853411e-01 2.613367246106321318e+00
1.457246820036738055e-01 1.374446785945534488e+00 9.830086576410149712e-01 1.332283068640613743e+00
1.457246820036738055e-01 1.570796326794896558e+00 1.002266935773006740e+00 -0.000000000000000000e+00
1.457246820036738055e-01 1.767145867644258628e+00 9.830086576410149712e-01 -1.332283068640613743e+00
1.457246820036738055e-01 1.963495408493620697e+00 9.259739080734853411e-01 -2.613367246106321318e+00
1.457246820036738055e-01 2.159844949342982545e+00 8.333545005108419224e-01 -3.794021185897398674e+00
1.457246820036738055e-01 2.356194490192344837e+00 7.087097468441549974e-01 -4.828873019226033847e+00
1.457246820036738055e-01 2.552544031041707129e+00 5.568296750552520491e-01 -5.678153970488999391e+00
1.457246820036738055e-01 2.748893571891068976e+00 3.835509511276551375e-01 -6.309226649011505650e+00
1.457246820036738055e-01 2.945243112740430824e+00 1.955325792460739787e-01 -6.697839285667567921e+00
1.457246820036738055e-01 3.141592653589793116e+00 0.000000000000000000e+00 -6.829057714766971543e+00
1.457246820036738055e-01 3.337942194439155408e+00 -1.955325792460739787e-01 -6.697839285667567921e+00
1.457246820036738055e-01 3.534291735288517255e+00 -3.835509511276551375e-01 -6.309226649011505650e+00
1.457246820036738055e-01 3.730641276137879103e+00 -5.568296750552520491e-01 -5.678153970488999391e+00
1.457246820036738055e-01 3.926990816987241395e+00 -7.087097468441549974e-01 -4.828873019226033847e+00
1.457246820036738055e-01 4.123340357836603687e+00 -8.333545005108419224e-01 -3.794021185897398674e+00
1.457246820036738055e-01 4.319689898685965090e+00 -9.259739080734853411e-01 -2.613367246106321318e+00
1.457246820036738055e-01 4.516039439535327382e+00 -9.830086576410149712e-01 -1.332283068640613743e+00
1.457246820036738055e-01 4.712388980384689674e+00 -1.002266935773006740e+00 -0.000000000000000000e+00
1.457246820036738055e-01 4.908738521234051966e+00 -9.830086576410149712e-01 1.332283068640613743e+00
1.457246820036738055e-01 5.105088062083414258e+00 -9.259739080734853411e-01 2.613367246106321318e+00
1.457246820036738055e-01 5.301437602932775661e+00 -8.333545005108419224e-01 3.794021185897398674e+00
1.457246820036738055e-01 5.497787143782137953e+00 -7.087097468441549974e-01 4.828873019226033847e+00
1.457246820036738055e-01 5.694136684631500245e+00 -5.568296750552520491e-01 5.678153970488999391e+00
1.457246820036738055e-01 5.890486225480861648e+00 -3.835509511276551375e-01 6.309226649011505650e+00
1.457246820036738055e-01 6.086835766330223940e+00 -1.955325792460739787e-01 6.697839285667567921e+00
3.344986386876291351e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.883731018729298157e+00
3.344986386876291351e-01 1.963495408493620697e-01 1.955325792460752554e-01 2.828320935811907688e+00
3.344986386876291351e-01 3.926990816987241395e-01 3.835509511276575245e-01 2.664220065471919696e+00
3.344986386876291351e-01 5.890486225480862092e-01 5.568296750552552687e-01 2.397734712127672640e+00
3.344986386876291351e-01 7.853981633974482790e-01 7.087097468441592163e-01 2.039105758461477347e+00
3.344986386876291351e-01 9.817477042468103487e-01 8.333545005108470294e-01 1.602115114041290367e+00
3.344986386876291351e-01 1.178097245096172418e+00 9.259739080734908923e-01 1.103556084265004067e+00
3.344986386876291351e-01 1.374446785945534488e+00 9.830086576410208554e-01 5.625880130517958433e-01
3.344986386876291351e-01 1.570796326794896558e+00 1.002266935773012735e+00 -0.000000000000000000e+00
3.344986386876291351e-01 1.767145867644258628e+00 9.830086576410208554e-01 -5.625880130517958433e-01
3.344986386876291351e-01 1.963495408493620697e+00 9.259739080734908923e-01 -1.103556084265004067e+00
3.344986386876291351e-01 2.159844949342982545e+00 8.333545005108470294e-01 -1.602115114041290367e+00
3.344986386876291351e-01 2.356194490192344837e+00 7.087097468441592163e-01 -2.039105758461477347e+00
3.344986386876291351e-01 2.552544031041707129e+00 5.568296750552552687e-01 -2.397734712127672640e+00
3.344986386876291351e-01 2.748893571891068976e+00 3.835509511276575245e-01 -2.664220065471919696e+00
3.344986386876291351e-01 2.945243112740430824e+00 1.955325792460752554e-01 -2.828320935811907688e+00
3.344986386876291351e-01 3.141592653589793116e+00 0.000000000000000000e+00 -2.883731018729298157e+00
3.344986386876291351e-01 3.337942194439155408e+00 -1.955325792460752554e-01 -2.828320935811907688e+00
3.344986386876291351e-01 3.534291735288517255e+00 -3.835509511276575245e-01 -2.664220065471919696e+00
3.344986386876291351e-01 3.730641276137879103e+00 -5.568296750552552687e-01 -2.397734712127672640e+00
