1.457246820036738055e-01 0.000000000000000000e+00 9.999999999999962252e-01 -0.000000000000000000e+00
1.457246820036738055e-01 1.963495408493620697e-01 9.807852804032266558e-01 -1.329269699606596244e+00
1.457246820036738055e-01 3.926990816987241395e-01 9.238795325112834078e-01 -2.607456310120347176e+00
1.457246820036738055e-01 5.890486225480862092e-01 8.314696123025422381e-01 -3.785439836914518352e+00
1.457246820036738055e-01 7.853981633974482790e-01 7.071067811865450192e-01 -4.817951033675182515e+00
1.457246820036738055e-01 9.817477042468103487e-01 5.555702330196001792e-01 -5.665311074149776971e+00
1.457246820036738055e-01 1.178097245096172418e+00 3.826834323650884495e-01 -6.294956387187849778e+00
1.457246820036738055e-01 1.374446785945534488e+00 1.950903220161275819e-01 -6.682690056518506339e+00
1.457246820036738055e-01 1.570796326794896558e+00 0.000000000000000000e+00 -6.813611694672916386e+00
1.457246820036738055e-01 1.767145867644258628e+00 -1.950903220161275819e-01 -6.682690056518506339e+00
1.457246820036738055e-01 1.963495408493620697e+00 -3.826834323650884495e-01 -6.294956387187849778e+00
1.457246820036738055e-01 2.159844949342982545e+00 -5.555702330196001792e-01 -5.665311074149776971e+00
1.457246820036738055e-01 2.356194490192344837e+00 -7.071067811865450192e-01 -4.817951033675182515e+00
1.457246820036738055e-01 2.552544031041707129e+00 -8.314696123025422381e-01 -3.785439836914518352e+00
1.457246820036738055e-01 2.748893571891068976e+00 -9.238795325112834078e-01 -2.607456310120347176e+00
1.457246820036738055e-01 2.945243112740430824e+00 -9.807852804032266558e-01 -1.329269699606596244e+00
1.457246820036738055e-01 3.141592653589793116e+00 -9.999999999999962252e-01 -0.000000000000000000e+00
1.457246820036738055e-01 3.337942194439155408e+00 -9.807852804032266558e-01 1.329269699606596244e+00
1.457246820036738055e-01 3.534291735288517255e+00 -9.238795325112834078e-01 2.607456310120347176e+00
1.457246820036738055e-01 3.730641276137879103e+00 -8.314696123025422381e-01 3.785439836914518352e+00
1.457246820036738055e-01 3.926990816987241395e+00 -7.071067811865450192e-01 4.817951033675182515e+00
1.457246820036738055e-01 4.123340357836603687e+00 -5.555702330196001792e-01 5.665311074149776971e+00
1.457246820036738055e-01 4.319689898685965090e+00 -3.826834323650884495e-01 6.294956387187849778e+00
1.457246820036738055e-01 4.516039439535327382e+00 -1.950903220161275819e-01 6.682690056518506339e+00
1.457246820036738055e-01 4.712388980384689674e+00 0.000000000000000000e+00 6.813611694672916386e+00
1.457246820036738055e-01 4.908738521234051966e+00 1.950903220161275819e-01 6.682690056518506339e+00
1.457246820036738055e-01 5.105088062083414258e+00 3.826834323650884495e-01 6.294956387187849778e+00
1.457246820036738055e-01 5.301437602932775661e+00 5.555702330196001792e-01 5.665311074149776971e+00
1.457246820036738055e-01 5.497787143782137953e+00 7.071067811865450192e-01 4.817951033675182515e+00
1.457246820036738055e-01 5.694136684631500245e+00 8.314696123025422381e-01 3.785439836914518352e+00
1.457246820036738055e-01 5.890486225480861648e+00 9.238795325112834078e-01 2.607456310120347176e+00
1.457246820036738055e-01 6.086835766330223940e+00 9.807852804032266558e-01 1.329269699606596244e+00
3.344986386876291351e-01 0.000000000000000000e+00 1.000000000000002220e+00 -0.000000000000000000e+00
3.344986386876291351e-01 1.963495408493620697e-01 9.807852804032326510e-01 -5.613155467589010517e-01
3.344986386876291351e-01 3.926990816987241395e-01 9.238795325112886259e-01 -1.101060051845242471e+00
3.344986386876291351e-01 5.890486225480862092e-01 8.314696123025470120e-01 -1.598491436620762096e+00
3.344986386876291351e-01 7.853981633974482790e-01 7.071067811865491270e-01 -2.034493691931271275e+00
3.344986386876291351e-01 9.817477042468103487e-01 5.555702330196035099e-01 -2.392311495618069106e+00
3.344986386876291351e-01 1.178097245096172418e+00 3.826834323650907810e-01 -2.658194110152007017e+00
3.344986386876291351e-01 1.374446785945534488e+00 1.950903220161288310e-01 -2.821923815765235322e+00
